,mod5_b,height,wind,diff_h
4833,3,7561,4833,3.0
4834,4,7563,4834,2.0
4835,0,7563,4835,0.0
4836,1,7564,4836,1.0
4837,2,7566,4837,2.0
4838,3,7568,4838,2.0
4839,4,7568,4839,0.0
4840,0,7568,4840,0.0
4841,1,7569,4841,1.0
4842,2,7571,4842,2.0
4843,3,7572,4843,1.0
4844,4,7574,4844,2.0
4845,0,7574,4845,0.0
4846,1,7575,4846,1.0
4847,2,7578,4847,3.0
4848,3,7581,4848,3.0
4849,4,7583,4849,2.0
4850,0,7583,4850,0.0
4851,1,7584,4851,1.0
4852,2,7586,4852,2.0
4853,3,7588,4853,2.0
4854,4,7588,4854,0.0
4855,0,7588,4855,0.0
4856,1,7589,4856,1.0
4857,2,7592,4857,3.0
4858,3,7592,4858,0.0
4859,4,7593,4859,1.0
4860,0,7595,4860,2.0
4861,1,7596,4861,1.0
4862,2,7599,4862,3.0
4863,3,7601,4863,2.0
4864,4,7603,4864,2.0
4865,0,7603,4865,0.0
4866,1,7604,4866,1.0
4867,2,7607,4867,3.0
4868,3,7609,4868,2.0
4869,4,7610,4869,1.0
4870,0,7610,4870,0.0
4871,1,7611,4871,1.0
4872,2,7614,4872,3.0
4873,3,7616,4873,2.0
4874,4,7620,4874,4.0
4875,0,7622,4875,2.0
4876,1,7623,4876,1.0
4877,2,7626,4877,3.0
4878,3,7628,4878,2.0
4879,4,7629,4879,1.0
4880,0,7630,4880,1.0
4881,1,7630,4881,0.0
4882,2,7633,4882,3.0
4883,3,7633,4883,0.0
4884,4,7635,4884,2.0
4885,0,7635,4885,0.0
4886,1,7635,4886,0.0
4887,2,7638,4887,3.0
4888,3,7641,4888,3.0
4889,4,7641,4889,0.0
4890,0,7641,4890,0.0
4891,1,7641,4891,0.0
4892,2,7643,4892,2.0
4893,3,7646,4893,3.0
4894,4,7646,4894,0.0
4895,0,7646,4895,0.0
4896,1,7647,4896,1.0
4897,2,7649,4897,2.0
4898,3,7652,4898,3.0
4899,4,7652,4899,0.0
4900,0,7654,4900,2.0
4901,1,7655,4901,1.0
4902,2,7658,4902,3.0
4903,3,7660,4903,2.0
4904,4,7661,4904,1.0
4905,0,7662,4905,1.0
4906,1,7662,4906,0.0
4907,2,7665,4907,3.0
4908,3,7667,4908,2.0
4909,4,7668,4909,1.0
4910,0,7668,4910,0.0
4911,1,7669,4911,1.0
4912,2,7671,4912,2.0
4913,3,7674,4913,3.0
4914,4,7678,4914,4.0
4915,0,7678,4915,0.0
4916,1,7679,4916,1.0
4917,2,7679,4917,0.0
4918,3,7682,4918,3.0
4919,4,7682,4919,0.0
4920,0,7682,4920,0.0
4921,1,7682,4921,0.0
4922,2,7683,4922,1.0
4923,3,7686,4923,3.0
4924,4,7686,4924,0.0
4925,0,7686,4925,0.0
4926,1,7687,4926,1.0
4927,2,7690,4927,3.0
4928,3,7693,4928,3.0
4929,4,7693,4929,0.0
4930,0,7693,4930,0.0
4931,1,7694,4931,1.0
4932,2,7696,4932,2.0
4933,3,7697,4933,1.0
4934,4,7699,4934,2.0
4935,0,7699,4935,0.0
4936,1,7699,4936,0.0
4937,2,7702,4937,3.0
4938,3,7704,4938,2.0
4939,4,7706,4939,2.0
4940,0,7708,4940,2.0
4941,1,7709,4941,1.0
4942,2,7711,4942,2.0
4943,3,7712,4943,1.0
4944,4,7714,4944,2.0
4945,0,7714,4945,0.0
4946,1,7715,4946,1.0
4947,2,7718,4947,3.0
4948,3,7720,4948,2.0
4949,4,7721,4949,1.0
4950,0,7722,4950,1.0
4951,1,7723,4951,1.0
4952,2,7726,4952,3.0
4953,3,7728,4953,2.0
4954,4,7730,4954,2.0
4955,0,7732,4955,2.0
4956,1,7733,4956,1.0
4957,2,7736,4957,3.0
4958,3,7738,4958,2.0
4959,4,7738,4959,0.0
4960,0,7738,4960,0.0
4961,1,7738,4961,0.0
4962,2,7741,4962,3.0
4963,3,7744,4963,3.0
4964,4,7746,4964,2.0
4965,0,7748,4965,2.0
4966,1,7748,4966,0.0
4967,2,7750,4967,2.0
4968,3,7753,4968,3.0
4969,4,7755,4969,2.0
4970,0,7757,4970,2.0
4971,1,7758,4971,1.0
4972,2,7761,4972,3.0
4973,3,7764,4973,3.0
4974,4,7764,4974,0.0
4975,0,7764,4975,0.0
4976,1,7765,4976,1.0
4977,2,7768,4977,3.0
4978,3,7771,4978,3.0
4979,4,7773,4979,2.0
4980,0,7773,4980,0.0
4981,1,7774,4981,1.0
4982,2,7777,4982,3.0
4983,3,7779,4983,2.0
4984,4,7779,4984,0.0
4985,0,7779,4985,0.0
4986,1,7780,4986,1.0
4987,2,7783,4987,3.0
4988,3,7786,4988,3.0
4989,4,7786,4989,0.0
4990,0,7788,4990,2.0
4991,1,7788,4991,0.0
4992,2,7791,4992,3.0
4993,3,7791,4993,0.0
4994,4,7792,4994,1.0
4995,0,7792,4995,0.0
4996,1,7792,4996,0.0
4997,2,7795,4997,3.0
4998,3,7795,4998,0.0
4999,4,7797,4999,2.0
